Issuer,Symbol,Manager1,IPOPrice,OpenPrice,ClosePrice,PxChng,OpeningChng,Ratings,Performed
FibroGen ,FGEN,Goldman Sachs,18,23,22,22.22,5,3,
Landmark Infrastructure Partners LP ,LMRK,Baird,19,18.75,19.09,0.47,-0.25,1,
NeuroDerm,NDRM,Jefferies,10,9.45,9.15,-8.5,-0.55,1,
Virgin America   ,VA,Barclays,23,27,30,30.43,4,2,
STORE Capital ,STOR,Goldman Sachs,18.5,19.61,19.5,5.41,1.11,1,
Paramount Group  ,PGRE,BofA Merrill Lynch,17.5,18.25,18.18,3.89,0.75,2,
Cnova N.V.  ,CNV,Morgan Stanley,7,7.63,7.15,2.14,0.63,1,
Habit Restaurants ,HABT,Piper Jaffray,18,30,39.54,119.67,12,3,
Neothetics ,NEOT,Piper Jaffray,14,14,12,-14.29,0,2,Missed
Neff Corporation ,NEFF,Morgan Stanley,15,14.75,14.85,-1,-0.25,1,
Peak Resorts   ,SKIS,FBR,9,9,8.51,-5.44,0,1,
LendingClub  ,LC,Morgan Stanley,15,24.98,23.43,56.2,9.98,3,
Momo ,MOMO,Morgan Stanley,13.5,14.25,17.02,26.07,0.75,1,Missed
CB Pharma Acquisition ,CNLMU,EarlyBirdCapital,10,10.01,10,0,0.01,1,
Connecture   ,CNXR,Morgan Stanley,8,9.25,8.8,10,1.25,2,
Hortonworks  ,HDP,Goldman Sachs,16,24,26.38,64.88,8,2,
Metaldyne Performance Group (MPG),MPG,BofA Merrill Lynch,15,15.25,15.11,0.73,0.25,1,
New Relic   ,NEWR,Morgan Stanley,23,30.16,33.99,47.78,7.16,3,
Workiva ,WK,Morgan Stanley,14,14,13.75,-1.79,0,2,Missed
On Deck Capital  ,ONDK,Morgan Stanley,20,26.5,27.98,39.9,6.5,3,
Rice Midstream Partners LP ,RMP,Barclays,16.5,15.79,16.3,-1.21,-0.71,1,
Bellicum Pharmaceuticals  ,BLCM,Jefferies,19,24.41,23.88,25.68,5.41,3,
Juno Therapeutics  ,JUNO,Morgan Stanley,24,39,35,45.83,15,4,
"USA Compression Partners, LP ",USAC,Barclays,18,17.5,11.66,-35.22,-0.5,1,
"CVR Refining, LP ",CVRR,Credit Suisse,25,25.25,25.05,0.2,0.25,2,Missed
CyrusOne ,CONE,Morgan Stanley,19,21.01,21.2,11.58,2.01,2,
Norwegian Cruise Line Holdings  ,NCLH,UBS Investment Bank,19,25.1,24.79,30.47,6.1,2,
"SunCoke Energy Partners, L.P. ",SXCP,Barclays,19,19,18.25,-3.95,0,2,Missed
LipoScience ,LPDX,Barclays,9,9.75,10.45,16.11,0.75,1,
Gladstone Land ,LAND,Janney Montgomery Scott,15,15.15,15,0,0.15,1,
Stemline Therapeutics ,STML,Aegis Capital Corp,10,11.09,11.8,18,1.09,1,
TRI Pointe Homes ,TPH,Citigroup,17,19.56,19.05,12.06,2.56,3,
"Boise Cascade, L.L.C., ",BCC,BofA Merrill Lynch,21,25.44,26.15,24.52,4.44,3,
ExOne Company  (The) ,XONE,FBR,18,23.66,26.52,47.33,5.66,3,
Health Insurance Innovations ,HIIQ,Credit Suisse,14,14.12,13.7,-2.14,0.12,1,
New Source Energy Partners L.P. ,NSLP,Baird,20,20,19.49,-2.55,0,1,
ZAIS Financial ,ZFC,Deutsche Bank,21.25,20.5,19.95,-6.12,-0.75,1,
Orchid Island Capital  ,ORC,Ladenburg Thalmann,15,14.6,14.8,-1.33,-0.4,1,
XOOM ,XOOM,Barclays,16,21,25.49,59.31,5,3,
Professional Diversity Network ,IPDN,Aegis Capital Corp,8,7.93,7.67,-4.13,-0.07,1,
Artisan Partners Asset Management ,APAM,Citigroup,30,35.2,38.83,29.43,5.2,2,
Tetraphase Pharmaceuticals ,TTPH,Barclays,7,7.2,7,0,0.2,1,
Aviv REIT,AVIV,Morgan Stanley,20,22.2,22.55,12.75,2.2,2,
Five Oaks Investment ,OAKS,Barclays,15,14.58,14.5,-3.33,-0.42,1,
H2 Financial Management ,HTWO,EarlyBirdCapital,10,10.02,10.02,0.2,0.02,1,
West Corporation ,WSTC,Goldman Sachs,20,19,18.86,-5.7,-1,1,
Garrison Capital  ,GARS,Baird,15,15,15,0,0,1,
NV5 Holdings ,NVEE.U,Roth Capital Partners,6,8,6.42,7,2,1,
Pinnacle Foods  ,PF,Barclays,20,22.26,22.21,11.05,2.26,3,
Cancer Genetics ,CGIX,Aegis Capital Corp,10,10,11.25,12.5,0,1,
KNOT Offshore Partners LP  ,KNOP,BofA Merrill Lynch,21,23,21.79,3.76,2,2,
Taylor Morrison Home   ,TMHC,Credit Suisse,22,23.35,23.04,4.73,1.35,3,
Chimerix ,CMRX,Morgan Stanley,14,15.14,18.79,34.21,1.14,1,
Omthera Pharmaceuticals ,OMTH,BofA Merrill Lynch,8,7.4,7.43,-7.13,-0.6,1,
Rally Software Development ,RALY,Deutsche Bank,14,17.1,17.81,27.21,3.1,3,
Fairway Group Holdings  ,FWM,Credit Suisse,14,18,17.35,23.93,4,3,
Hannon Armstrong Sustainable Infrastructure Capital  ,HASI,BofA Merrill Lynch,12.5,11.6,11.4,-8.8,-0.9,1,
Taminco   ,TAM,Citigroup,15,14.12,14.55,-3,-0.88,1,
Ellington Residential Mortgage REIT   ,EARN,Credit Suisse,20,19,19.21,-3.95,-1,1,
ING U.S. ,VOYA,Morgan Stanley,19.5,19.25,20.84,6.87,-0.25,1,
Armada Hoffler Properties   ,AHH,Baird,11.5,11.5,11.5,0,0,1,
American Residential Properties  ,ARPI,Morgan Stanley,21,21,21,0,0,1,
Emerge Energy Services LP   ,EMES,Citigroup,17,16.9,16.55,-2.65,-0.1,2,Missed
PennyMac Financial Services  ,PFSI,Citigroup,18,18.25,19.1,6.11,0.25,1,
Quintiles Transnational Holdings  ,Q,Morgan Stanley,40,43.7,42.11,5.28,3.7,3,
Receptos ,RCPT,Credit Suisse,14,15,14,0,1,1,
BioAmber ,BIOAU,Credit Suisse,10,10,8.4,-16,0,1,
Capitol Acquisition  ,CLACU,Citigroup,10,10,10.01,0.1,0,1,
"Tallgrass Energy Partners, LP   ",TEP,Barclays,21.5,22,21.5,0,0.5,1,
Ambit Biosciences ,AMBI,Citigroup,8,8,7.39,-7.63,0,1,
William Lyon Homes ,WLH,Credit Suisse,25,27.11,25.5,2,2.11,2,
Alcobra Ltd. ,ADHD,Aegis Capital Corp,8,8.25,7.55,-5.63,0.25,1,
Portola Pharmaceuticals  ,PTLA,Morgan Stanley,14.5,15.25,15.15,4.48,0.75,2,
Epizyme ,EPZM,Citigroup,15,20,22.99,53.27,5,2,
RCS Capital ,RCAP,JMP Securities,20,19.75,19.78,-1.1,-0.25,1,
"LightInTheBox Holding Co., Ltd.   ",LITB,Credit Suisse,9.5,11.16,11.61,22.21,1.66,2,
Textura   ,TXTR,Credit Suisse,15,24,20.94,39.6,9,3,
Coty  ,COTY,BofA Merrill Lynch,17.5,17.3,17.36,-0.8,-0.2,3,Missed
Gogo ,GOGO,Morgan Stanley,17,16,16,-5.88,-1,3,Missed
Esperion Therapeutics ,ESPR,Credit Suisse,15,17,14.5,-3.33,2,2,
Luxoft Holding ,LXFT,UBS Investment Bank,17,18.55,20.3,19.41,1.55,2,
Aratana Therapeutics  ,PETX,Stifel,6,7,8.26,37.67,1,1,
HD Supply Holdings ,HDS,BofA Merrill Lynch,18.02,18.55,18.66,3.55,0.53,1,
MedWorth Acquisition ,MWRX,EarlyBirdCapital,8,8.01,8.01,0.12,0.01,1,
Tremor Video  ,TRMR,Credit Suisse,10,11,8.5,-15,1,2,
Noodles & Company ,NDLS,Morgan Stanley,18,32,36.75,104.17,14,3,
Fifth Street Senior Floating Rate (  FSFR),FSFR,Morgan Stanley,15,14.12,14.15,-5.67,-0.88,1,
NRG Yield  ,NYLD,BofA Merrill Lynch,22,26.69,27.25,23.86,4.69,2,
OncoMed Pharmaceuticals ,OMED,Jefferies,17,28.16,27.18,59.88,11.16,3,
UCP ,UCP,Citigroup,15,17.75,14,-6.67,2.75,2,Missed
Diamond Resorts International ,DRII,Credit Suisse,14,14.56,16.15,15.36,0.56,1,
RetailMeNot ,SALE,Morgan Stanley,21,26.5,27.7,31.9,5.5,2,
Rexford Industrial Realty ,REXR,BofA Merrill Lynch,14,14.75,14.04,0.29,0.75,1,
Heat Biologics ,HTBX,Aegis Capital Corp,10,10,9.57,-4.3,0,1,
Conatus Pharmaceuticals ,CNAT,Stifel,11,11.21,9.5,-13.64,0.21,2,Missed
Onconova Therapeutics ,ONTX,Citigroup,15,25,19.88,32.53,10,3,
Silver Eagle Acquisition ,EAGLU,Deutsche Bank,10,10,10,0,0,1,
WCI Communities ,WCIC,Citigroup,15,15.25,15.12,0.8,0.25,1,
"Marlin Midstream Partners, LP  ",FISH,Stifel,20,19.51,19.5,-2.5,-0.49,2,Missed
Ardmore Shipping ,ASC,Morgan Stanley,14,13.5,15.6,11.43,-0.5,1,
Athlon Energy  ,ATHL,Citigroup,20,26,27.56,37.8,6,2,
Control4 Corporation   ,CTRL,BofA Merrill Lynch,16,18.7,20.5,28.13,2.7,2,
Marrone Bio Innovations ,MBII,Jefferies,12,13.09,13.75,14.58,1.09,1,
YuMe  ,YUME,Citigroup,9,9,9,0,0,1,
Fox Factory Holding  ,FOXF,Baird,15,18.22,18.61,24.07,3.22,3,
Cvent  ,CVT,Morgan Stanley,21,38,32.92,56.76,17,3,
Franks International N.V. ,FI,Barclays,22,27.25,26.35,19.77,5.25,3,
"World Point Terminals, LP ",WPT,BofA Merrill Lynch,20,19.5,19.56,-2.2,-0.5,1,
China Commercial Credit  ,CCCR,Burnham Securities,6.5,6,6.39,-1.69,-0.5,1,
Independence Realty Trust ,IRT,Ladenburg Thalmann,8.5,8.09,8.45,-0.59,-0.41,1,
OCI Resources LP   ,OCIR,Citigroup,19,18.25,18,-5.26,-0.75,2,Missed
ROI Acquisition Corp. II  ,ROIQU,Deutsche Bank,10,10,10,0,0,1,
Five Prime Therapeutics ,FPRX,Jefferies,13,16,13.08,0.62,3,3,
Volaris Aviation Holding  ,VLRS,Deutsche Bank,12,12.76,14.01,16.75,0.76,1,Missed
Acceleron Pharma  ,XLRN,Citigroup,15,18.86,19.99,33.27,3.86,3,
BIND Therapeutics ,BIND,Credit Suisse,15,15,14.09,-6.07,0,2,Missed
Rocket Fuel   ,FUEL,Credit Suisse,29,59.95,56.1,93.45,30.95,3,
Capitala Finance ,CPTA,Deutsche Bank,20,19.15,18.8,-6,-0.85,1,
Evoke Pharma ,EVOK,Aegis Capital Corp,12,11.15,11.74,-2.17,-0.85,1,
Ophthotech  ,OPHT,Morgan Stanley,22,23.06,26.3,19.55,1.06,3,
Applied Optoelectronics  ,AAOI,Raymond James,10,10,9.96,-0.4,0,1,
Covisint ,COVS,Credit Suisse,10,12.6,12.31,23.1,2.6,2,
Montage Technology Group ,MONT,Deutsche Bank,10,10,12.8,28,0,1,
Enzymotec ,ENZY,BofA Merrill Lynch,14,14.25,18.16,29.71,0.25,1,
Pattern Energy Group ,PEGI,BMO Capital Markets,22,24.1,23.27,5.77,2.1,2,
RE/MAX Holdings ,RMAX,Morgan Stanley,22,26.25,27,22.73,4.25,3,
Cherry Hill Mortgage Investment ,CHMI,Barclays,20,18.5,18.48,-7.6,-1.5,1,
OCI Partners LP,OCIP,BofA Merrill Lynch,18,17.25,18.8,4.44,-0.75,1,
Potbelly Corporation ,PBPB,BofA Merrill Lynch,14,28.75,30.44,117.43,14.75,3,
LDR Holding ,LDRH,Piper Jaffray,15,18.5,19.35,29,3.5,3,
SFX Entertainment   ,SFXE,UBS Investment Bank,13,13.03,11.89,-8.54,0.03,3,Missed
Antero Resources ,AR,Barclays,44,54.15,52.01,18.2,10.15,3,
MacroGenics ,MGNX,BofA Merrill Lynch,16,24,24.99,56.19,8,3,
Stonegate Mortgage ,SGM,BofA Merrill Lynch,16,17.18,18.25,14.06,1.18,1,
"Western Refining Logistics, LP  ",WNRL,BofA Merrill Lynch,22,24,24.1,9.55,2,3,
"Plains GP Holdings, L.P. ",PAGP,Barclays,22,22.8,22,0,0.8,2,
Springleaf Holdings  ,LEAF,BofA Merrill Lynch,17,19.18,19.26,13.29,2.18,2,
Veeva Systems ,VEEV,Morgan Stanley,20,38.5,37.16,85.8,18.5,3,
voxeljet AG  ,VJET,Piper Jaffray,13,20,28.8,121.54,7,3,
Aerie Pharmaceuticals  ,AERI,RBC Capital Markets,10,10.51,10.61,6.1,0.51,1,
Sprague Resources LP ,SRLP,Barclays,18,17.5,17.75,-1.39,-0.5,1,
Quartet Merger ,QTETU,EarlyBirdCapital,10,10.01,10.05,0.5,0.01,1,
Brixmor Property Group ,BRX,BofA Merrill Lynch,20,20.65,20.4,2,0.65,2,
Veracyte ,VCYT,Morgan Stanley,13,13.03,13.25,1.92,0.03,2,Missed
58.com ,WUBA,Morgan Stanley,17,21.2,24.12,41.88,4.2,3,
Marcus & Millichap  ,MMI,Citigroup,12,13.4,13.42,11.83,1.4,1,
Arc Logistics Partners LP ,ARCX,Citigroup,19,19,19,0,0,1,
Barracuda Networks   ,CUDA,Morgan Stanley,18,22.59,21.55,19.72,4.59,2,
Blue Capital Reinsurance Holdings ,BCRH,Deutsche Bank,20,19.45,18.9,-5.5,-0.55,1,
Karyopharm Therapeutics ,KPTI,BofA Merrill Lynch,16,17.86,16.05,0.31,1.86,1,
LGI Homes  ,LGIH,Deutsche Bank,11,12.13,12.9,17.27,1.13,1,
Mavenir Systems ,MVNR,Morgan Stanley,10,11.25,9.64,-3.6,1.25,1,
"Midcoast Energy Partners, L.P.  ",MEP,BofA Merrill Lynch,18,17,17.49,-2.83,-1,1,
Norcraft Companies ,NCFT,Citigroup,16,15.75,15.5,-3.13,-0.25,1,
Twitter  ,TWTR,Goldman Sachs,26,45.1,44.9,72.69,19.1,3,
JGWPT Holdings ,JGW,Barclays,14,13.37,12.82,-8.43,-0.63,1,
NMI Holdings ,NMIH,FBR,13,14,14,7.69,1,1,
Dynagas LNG Partners LP ,DLNG,Credit Suisse,18,17,18,0,-1,1,
Extended Stay America/ ESH Hospitality ,STAY,Deutsche Bank,20,22.75,23.87,19.35,2.75,2,Missed
Levy Acquisition ,LEVYU,Citigroup,10,9.95,10.02,0.2,-0.05,1,
Tandem Diabetes Care ,TNDM,BofA Merrill Lynch,15,19.5,19.26,28.4,4.5,2,
Relypsa ,RLYP,Morgan Stanley,11,12.59,12.24,11.27,1.59,1,
zulily ,ZU,Goldman Sachs,15,19.5,19.26,28.4,4.5,3,
Navigator Holdings Ltd ,NVGS,Jefferies,19,20.4,20,5.26,1.4,2,
500.com Ltd  ,WBAI,Deutsche Bank,13,20,20.01,53.92,7,3,
Sungy Mobile ,GOMO,Credit Suisse,11.22,14.11,13.35,18.98,2.89,3,
Vince Holding  ,VNCE,Goldman Sachs,20,29.5,28.66,43.3,9.5,3,
Xencor ,XNCR,Credit Suisse,5.5,5.95,8.34,51.64,0.45,1,
Autohome  ,ATHM,Deutsche Bank,17,30.16,30.07,76.88,13.16,3,
CatchMark Timber Trust  ,CTT,Raymond James,13.5,13.5,13.5,0,0,1,
Hilton Worldwide Holdings   ,HLT,Deutsche Bank,20,21.3,21.5,7.5,1.3,3,
Kindred Biosciences  ,KIN,BMO Capital Markets,7,8.75,11.95,70.71,1.75,1,Missed
Cheniere Energy Partners LP Holdings ,CQH,Goldman Sachs,20,19.65,19.22,-3.9,-0.36,1,
Fidelity & Guaranty Life ,FGL,Credit Suisse,17,18.92,18.86,10.94,1.92,1,
Nimble Storage  ,NMBL,Goldman Sachs,21,31.18,33.93,61.57,10.18,3,
AMC Entertainment Holdings ,AMC,Citigroup,18,19.2,18.9,5,1.2,2,
Cambridge Capital Acquisition ,CAMBU,EarlyBirdCapital,10,10,10,0,0,1,
Renewable Energy Group ,REGI,UBS Investment Bank,10,10.1,10.1,1,0.1,1,
Verastem ,VSTM,UBS Investment Bank,10,11,11.09,10.9,1,1,Missed
U.S. Silica Holdings ,SLCA,Morgan Stanley,17,17.25,16,-5.88,0.25,2,Missed
AVG Technologies N.V. ,AVG,Morgan Stanley,16,13.53,13,-18.75,-2.47,3,Missed
Matador Resources ,MTDR,RBC Capital Markets,12,11.75,11.75,-2.08,-0.25,1,
Caesars Entertainment ,CZR,Credit Suisse,9,9.06,15.39,71,0.06,1,
EPAM Systems ,EPAM,Citigroup,12,13.75,14,16.67,1.75,1,
Roundys Parent ,RNDY,Credit Suisse,8.5,8.4,9,5.88,-0.1,2,
FX Alliance ,FX,BofA Merrill Lynch,12,13.6,13.74,14.5,1.6,1,
HomeStreet ,HMST,FBR Capital Markets,44,47.51,48,9.09,3.51,2,
Synacor ,SYNC,BofA Merrill Lynch,5,5.75,5.25,5,0.75,1,
Brightcove ,BCOV,Morgan Stanley,11,14.5,14.3,30,3.5,2,
Bazaarvoice ,BV,Morgan Stanley,12,16,16.51,37.58,4,3,
Proto Labs ,PRLB,Jefferies,16,25,29,81.25,9,3,
ROI Acquisition ,ROIQU,Deutsche Bank,10,10,10.01,0.1,0,1,
Select Income REIT ,SIR,Morgan Stanley,21.5,21.75,21.74,1.12,0.25,1,
Nationstar Mortgage Holdings ,NSM,BofA Merrill Lynch,14,13.57,14.25,1.79,-0.43,1,
Allison Transmission Holdings ,ALSN,BofA Merrill Lynch,23,23,23.4,1.74,0,1,
M/A-COM Technology Solutions Holdings ,MTSI,Barclays,19,19.1,20.55,8.16,0.1,2,
Andina Acquisition ,ANDAU,EarlyBirdCapital,10,9.98,9.97,-0.3,-0.02,1,
BGS Acquisition ,BGSCU,PrinceRidge,10,9.94,9.87,-1.3,-0.06,1,
Whiting USA Trust II ,WHZ,Raymond James,20,21,24.46,22.3,1,1,Missed
Annie’s ,BNNY,Credit Suisse,19,31.11,35.92,89.05,12.11,3,
Regional Management ,RM,Jefferies,15,17,16.45,9.67,2,1,
Millennial Media ,MM,Morgan Stanley,13,25,25,92.31,12,3,
Rexnord  ,RXN,BofA Merrill Lynch,18,19.05,20,11.11,1.05,2,
Enphase Energy ,ENPH,Morgan Stanley,6,7.5,7.34,22.33,1.5,1,
TCP Capital ,TCPC,Deutsche Bank,14.75,14.25,14.55,-1.36,-0.5,1,
Digital Cinema Destinations ,DCIN,Maxim Group,6.1,5.9,6.17,1.15,-0.2,1,
SandRidge Mississippian Trust II ,SDR,Morgan Stanley,21,21.8,21.4,1.9,0.8,1,
Splunk ,SPLK,Morgan Stanley,17,32,35.48,108.71,15,3,
Infoblox ,BLOX,Morgan Stanley,16,22.5,21.3,33.13,6.5,3,
Proofpoint ,PFPT,Credit Suisse,13,16.85,14.05,8.08,3.85,3,
ClearSign  ,CLIR,MDB Capital Group LLC,4,4.11,4.2,5,0.11,1,
Acquity Group Limited ,AQ,Citigroup,6,6,5.75,-4.17,0,1,
Edgen Group ,EDG,Jefferies,11,10.35,9.5,-13.64,-0.65,1,
Supernus Pharmaceuticals ,SUPN,Citigroup,5,6.5,5.37,7.4,1.5,1,
Pacific Coast Oil Trust ,ROYT,Barclays,20,20,20,0,0,1,
PetroLogistics LP ,PDH,Morgan Stanley,17,16.5,16.5,-2.94,-0.5,1,
Western Asset Management Capital ,WMC,Deutsche Bank,20,18.8,18.8,-6,-1.2,1,
Edwards Group ,EVAC,Jefferies,8,8.12,8.75,9.38,0.12,1,
Ignite Restaurant Group ,IRG,Credit Suisse,14,16.75,17.13,22.36,2.75,3,
Facebook ,FB,Morgan Stanley,38,42,38.23,0.61,4,4,
TESARO ,TSRO,Citigroup,13,14,13.69,5.31,1,1,
"EQT Midstream Partners, LP ",EQM,Citigroup,21,23,23.75,13.1,2,2,
ServiceNow  ,NOW,Morgan Stanley,18,23.75,24.6,36.67,5.75,3,
Durata Therapeutics ,DRTX,BofA Merrill Lynch,9,10,9.04,0.44,1,1,
Infinity Cross Border Acquisition ,INXBU,EarlyBirdCapital,8,8.01,8.01,0.12,0.01,1,
KAYAK Software ,KYAK,Morgan Stanley,26,30.1,33.18,27.62,4.1,3,
Palo Alto Networks ,PANW,Morgan Stanley,42,55.15,53.13,26.5,13.15,3,
Chuy's Holdings ,CHUY,Jefferies,13,15,15.06,15.85,2,2,
Natural Grocers by Vitamin Cottage  ,NGVC,SunTrust Robinson Humphrey,15,18,17.86,19.07,3,2,
E2open ,EOPN,BofA Merrill Lynch,15,14.14,13.6,-9.33,-0.86,2,Missed
AmREIT ,AMRE,Jefferies,14,14,14.02,0.14,0,1,
Del Friscos Restaurant Group ,DGRG,Deutsche Bank,13,12.75,13,0,-0.25,1,
Hyde Park Acquisition Corp. II ,HPAC,Deutsche Bank,10,10,10.03,0.3,0,1,
Bloomin Brands ,BLMN,BofA Merrill Lynch,11,11.6,12.41,12.82,0.6,1,
Peregrine Semiconductor ,PSMI,Deutsche Bank,14,15,14.71,5.07,1,1,
Manchester United Ltd. ,MANU,Jefferies,14,14.05,14,0,0.05,1,
Performant Financial ,PFMT,Morgan Stanley,9,9.25,10.6,17.78,0.25,1,
Hi-Crush Partners LP ,HCLP,Barclays,17,17,20,17.65,0,1,
Capital Bank Financial ,CBF,Credit Suisse,18,18.1,18.19,1.06,0.1,1,
Spirit Realty Capital ,SRC,Morgan Stanley,15,15,15,0,0,1,
Susser Petroleum Partners LP ,SUSP,BofA Merrill Lynch,20.5,23.4,22.91,11.76,2.9,2,
Santander México Financial Group ,BSMX,UBS Investment Bank,12.18,12.6,12.91,5.95,0.42,2,
"Summit Midstream Partners, LP ",SMLP,Barclays,20,21,21.11,5.55,1,2,
JAVELIN Mortgage Investment ,JMI,Deutsche Bank,20,19.75,19.6,-2,-0.25,1,
Luxfer Holdings PLC  ,LXFR,Credit Suisse,10,11,11.06,10.6,1,1,
Berry Plastics Group  ,BERY,BofA Merrill Lynch,16,15.25,15.2,-5,-0.75,1,
Dave & Buster’s Entertainment ,PLAY,BofA Merrill Lynch,16,15.25,15.2,-5,-0.75,1,
Regulus Therapeutics ,RGLS,Lazard Capital Markets,4,4.73,4.2,5,0.73,1,
FleetMatics Group plc ,FLTX,BofA Merrill Lynch,17,22.95,22.3,31.18,5.95,3,
Ambarella ,AMBA,Morgan Stanley,6,6.71,6.06,1,0.71,1,
Amira Nature Foods ,ANFI,UBS Investment Bank,10,10,9.58,-4.2,0,1,
Intercept Pharmaceuticals ,ICPT,BofA Merrill Lynch,15,19.4,20.4,36,4.4,1,
Shutterstock ,SSTK,Morgan Stanley,17,22.5,21.66,27.41,5.5,3,
Diamondback Energy ,FANG,Credit Suisse,17.5,17.82,17.5,0,0.32,2,Missed
Linn Co LLC   ,LNCO,Barclays,36.5,36.78,38.26,4.82,0.28,1,
Workday ,WDAY,Morgan Stanley,28,48.05,48.69,73.89,20.05,3,
Seadrill Partners ,SDLP,Citigroup,22,24,24.37,10.77,2,3,
Collabrium Japan Acquisition (JACQU),JACQU,PrinceRidge,10,10.02,10.03,0.3,0.02,1,
Lehigh Gas Partners LP ,LGP,Raymond James,20,21.41,20.23,1.15,1.41,2,
Methes Energies International ,MEILU,Paulson Investment,5,5.08,4.86,-2.8,0.08,1,
Monroe Capital ,MRCC,Baird,15,14.7,15.25,1.67,-0.3,1,
Aquasition  ,AQUUU,Lazard Capital Markets,10,9.95,10,0,-0.05,1,
MPLX LP ,MPLX,UBS Investment Bank,22,25.5,27.2,23.64,3.5,3,
"Delek Logistics Partners, LP ",DKL,BofA Merrill Lynch,21,23.11,22.35,6.43,2.11,2,
"Southcross Energy Partners, L.P ",SXE,Citigroup,20,22,22.35,11.75,2,2,
Restoration Hardware Holdings  ,RH,BofA Merrill Lynch,24,32.05,33.3,38.75,8.05,3,
Atossa Genetics ,ATOS,Deutsche Bank,5,4.4,4.8,-4,-0.6,1,
OFS Capital ,OFS,Morgan Stanley,15,14.64,14.35,-4.33,-0.36,1,
Stellus Capital Investment ,SCM,Raymond James,15,15,15.08,0.53,0,1,
YY Inc. ,YY,Morgan Stanley,10.5,10.5,11.31,7.71,0,1,
WhiteHorse Finance ,WHF,Deutsche Bank,15,14,13.9,-7.33,-1,1,
"Western Gas Equity Partners, LP ",WGP,Barclays,22,27.18,28,27.27,5.18,2,
PBF Energy ,PBF,Citigroup,26,28,26.25,0.96,2,2,
Chart Acquisition ,CACGU,Deutsche Bank,10,10.01,10,0,0.01,1,
Silver Bay Realty Trust ,SBY,Credit Suisse,18.5,18.7,18.24,-1.41,0.2,2,Missed
CIS Acquisition Ltd. ,CISAU,Chardan Capital Markets,10,10.01,10.03,0.3,0.01,1,
Sprott Physical Platinum and Palladium Trust  ,SPPP,Morgan Stanley,10,9.48,9.9,-1,-0.52,1,
American Assets Trust ,AAT,BofA Merrill Lynch,20.5,21.53,21.25,3.66,1.03,1,
BankUnited  ,BKU,Morgan Stanley,27,29.6,28.4,5.19,2.6,3,
BCD Semiconductor Manufacturing ,BCDS,Jefferies,10.5,10.52,10.5,0,0.02,3,Missed
InterXion Holding N.V.  ,INXN,BofA Merrill Lynch,13,14.5,13.8,6.15,1.5,3,
Adecoagro S.A.,AGRO,Credit Suisse,11,10.75,12,9.09,-0.25,1,
NeoPhotonics ,NPTN,BofA Merrill Lynch,11,14,13.25,20.45,3,3,
Pacira Pharmaceuticals ,PCRX,Barclays,7,7,7.02,0.29,0,1,
Tornier B.V. ,TRNX,BofA Merrill Lynch,19,19,18.05,-5,0,3,Missed
Trunkbow International Holdings ,TBOW,Roth Capital Partners,5,4.65,4.74,-5.2,-0.35,1,
Endocyte ,ECYT,RBC Capital Markets,6,6.4,7.73,28.83,0.4,1,
BG Medicine ,BGMD,Lazard Capital Markets,7,7.38,8.05,15,0.38,1,
Imperial Holdings ,IFT,FBR Capital Markets,10.75,10.75,10.81,0.56,0,1,
Gevo ,GEVO,UBS Investment Bank,15,15.6,16.44,9.6,0.6,2,
Summit Hotel Properties ,INN,Deutsche Bank,9.75,9.9,9.69,-0.62,0.15,1,
Fluidigm ,FLDM,Deutsche Bank,13.5,13.5,14.02,3.85,0,1,
AcelRx Pharmaceuticals ,ACRX,Piper Jaffray,5,5,4.55,-9,0,1,
RLJ Acquisition ,RLJAU,Lazard Capital Markets,10,10,10.02,0.2,0,1,
China VantagePoint Acquisition,CHVF,EarlyBirdCapital,6,5.99,5.99,-0.17,-0.01,1,
Solar Senior Capital Ltd. ,SUNS,Citigroup,20,19.7,19.6,-2,-0.3,1,
HCA Holdings  ,HCA,BofA Merrill Lynch,30,31.2,31.02,3.4,1.2,2,
MagnaChip Semiconductor ,MX,Barclays,14,14,14.01,0.07,0,1,
Lone Oak Acquisition ,LOKAF,EarlyBirdCapital,8,8.03,7.98,-0.25,0.03,1,
ServiceSource International ,SREV,Morgan Stanley,10,13.65,12.18,21.8,3.65,3,
Prime Acquisition ,PACQU,Chardan Capital Markets,10,10,10,0,0,1,
Qihoo 360 Technology ,QIHU,UBS Investment Bank,14.5,27,34,134.48,12.5,3,
Tranzyme   ,TZYM,Citigroup,4,4,4,0,0,1,
SandRidge Mississippian Trust I  ,SDT,Raymond James,21,21.75,24.21,15.29,0.75,2,
"CVR Partners, LP ",UAN,Morgan Stanley,16,18,17.55,9.69,2,3,
Golar LNG Partners LP ,GMLP,Citigroup,22.5,24.5,24.85,10.44,2,1,Missed
PennantPark Floating Rate Capital Ltd. ,PFLT,Morgan Stanley,15,14.11,13.4,-10.67,-0.89,1,
SCG Financial Acquisition ,SCGQU,Lazard Capital Markets,10,10,10,0,0,1,
Arcos Dorados Holdings ,ARCO,BofA Merrill Lynch,17,21,21.2,24.71,4,3,
Box Ships ,TEU,UBS Investment Bank,12,12,11,-8.33,0,1,
TMS International ,TMS,BofA Merrill Lynch,13,12.4,12.58,-3.23,-0.6,1,
Zipcar ,ZIP,Goldman Sachs,18,29,28,55.56,11,3,
